ImageNumber,ObjectNumber,Children_VIP_negative_alpha7_Count,Children_VIP_negative_beta2_Count,Children_VIP_positive_alpha7_Count,Children_VIP_positive_beta2_Count,Intensity_IntegratedIntensityEdge_VIP,Intensity_IntegratedIntensity_VIP,Intensity_LowerQuartileIntensity_VIP,Intensity_MADIntensity_VIP,Intensity_MassDisplacement_VIP,Intensity_MaxIntensityEdge_VIP,Intensity_MaxIntensity_VIP,Intensity_MeanIntensityEdge_VIP,Intensity_MeanIntensity_VIP,Intensity_MedianIntensity_VIP,Intensity_MinIntensityEdge_VIP,Intensity_MinIntensity_VIP,Intensity_StdIntensityEdge_VIP,Intensity_StdIntensity_VIP,Intensity_UpperQuartileIntensity_VIP,Location_CenterMassIntensity_X_VIP,Location_CenterMassIntensity_Y_VIP,Location_CenterMassIntensity_Z_VIP,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_VIP,Location_MaxIntensity_Y_VIP,Location_MaxIntensity_Z_VIP,Number_Object_Number,Parent_nuclei
1,21,1,1,0,0,0.470771343447268,5.585992221022025,0.0026245517656207085,0.0002288853283971548,0.49357207671303477,0.0034943160135298967,0.004776074085384607,0.0027212216384235144,0.002901814140790662,0.0028381780721247196,0.0021057450212538242,0.0021057450212538242,0.00022609748514431136,0.00038810857064619286,0.0031128404662013054,3154.797483049929,147.39995301978743,0.0,3154.657142857143,146.92675324675324,0,3164.0,137.0,0.0,21,21
1,22,1,1,0,0,0.48825818253681064,8.561394672608003,0.0024414435029029846,0.00013733119703829288,0.054840841022269875,0.0031891355756670237,0.003616388188675046,0.0025833766271788922,0.002587305733637958,0.0025787746999412775,0.0021057450212538242,0.0019531548023223877,0.0001995030552208041,0.00020280949816821065,0.0027161058969795704,2959.7854656540794,151.96772422741506,0.0,2959.797824116047,152.02115442731943,0,2950.0,157.0,0.0,22,22
1,23,1,1,0,0,0.23366140224970877,1.0432135497685522,0.0027924010064452887,0.00010681315325200558,0.07768855441803812,0.0032959487289190292,0.003356984816491604,0.0029207675281213595,0.002897815416023756,0.0028992141596972942,0.0025329976342618465,0.002426184481009841,0.0001565573740716685,0.0001616423827863849,0.0030060273129493,3240.2414907777143,160.1709304196469,0.0,3240.175,160.2111111111111,0,3236.0,164.0,0.0,23,23
1,24,1,1,0,0,0.39140917058102787,3.249942777911201,0.0024414435029029846,0.00013733119703829288,0.046055118679654075,0.0030060273129493,0.003311207750812173,0.0025582298730786133,0.0025711572610056972,0.002563515678048134,0.0021057450212538242,0.001983672846108675,0.00017217111900483557,0.0001997286075842701,0.0027161058969795704,3011.488194004273,155.2739113083081,0.0,3011.5245253164558,155.3022151898734,0,2998.0,151.0,0.0,24,24
1,25,1,1,0,0,0.4139620049390942,3.763927671359852,0.002594033721834421,0.00015259021893143654,0.13077446459282657,0.003387502860277891,0.003997863736003637,0.002778268489524122,0.002753421851762876,0.002731364918872714,0.0022735942620784044,0.002075226977467537,0.0002164465846009221,0.00023415534034343862,0.0028839551378041506,3182.2357693913705,157.7694035326693,0.0,3182.3540599853695,157.82516459400145,0,3171.0,162.0,0.0,25,25
1,26,1,1,0,0,0.23846799414604902,3.2217441068496555,0.0,0.0008926527807489038,10.438075493134628,0.0034485389478504658,0.004074159078299999,0.0014629938291168651,0.001534894762672537,0.0024643320357427,0.0,0.0,0.0013941532098267057,0.0014476879588635207,0.0028534370940178633,2689.439714495666,165.39712129573505,0.0,2687.0257265364457,155.24202000952835,0,2686.0,153.0,0.0,26,26
1,27,1,1,0,0,0.46173800248652697,6.26239414117299,0.002731364918872714,0.00015259021893143654,0.2391144782593034,0.0032959487289190292,0.00442511634901166,0.0028327484815124353,0.002912741461010693,0.0028839551378041506,0.0024109254591166973,0.0021820401307195425,0.00016449830328188806,0.00027296055708881967,0.003036545356735587,3276.964340188483,171.42102698178005,0.0,3277.198139534884,171.47116279069766,0,3268.0,172.0,0.0,27,27
1,28,1,1,0,0,0.21362630650401115,1.1503776605241,0.0024414435029029846,0.00013733119703829288,0.07108304685524792,0.0035095750354230404,0.0035095750354230404,0.002605198859805014,0.0025851183382564046,0.002563515678048134,0.002166781108826399,0.0020599679555743933,0.00023141512336935234,0.00020632525973933937,0.0027008468750864267,2998.7443560153865,169.40061016049873,0.0,2998.7550561797752,169.3303370786517,0,2992.0,177.0,0.0,28,28
1,29,1,1,0,0,0.22835126286372542,2.7980926253367215,0.0,0.0,10.996006936210675,0.003921568859368563,0.004821850918233395,0.001542913938268415,0.0015755026043562622,0.0,0.0,0.0,0.0015386188627777306,0.001608726504515276,0.0030975814443081617,2640.082749372241,175.8883914294014,0.0,2634.8074324324325,166.24042792792793,0,2643.0,184.0,0.0,29,29
1,30,1,1,0,0,0.26053253980353475,2.2621499956585467,0.0024910353240557015,0.00013733119703829288,0.04656058798386618,0.003219653619453311,0.003265430685132742,0.0026053253980353477,0.0026273519113339684,0.0026245517656207085,0.002121004043146968,0.0020904859993606806,0.0002127046352224247,0.00020083445107934772,0.0027618829626590014,2894.307689713322,172.08115345699832,0.0,2894.3542392566783,172.0801393728223,0,2886.0,178.0,0.0,30,30
1,31,1,1,0,0,0.3703822384122759,3.8718852512538433,0.0025024795904755592,0.00013733119703829288,0.25733975338531073,0.0032043945975601673,0.0036316472105681896,0.002626824385902666,0.0026429250861800977,0.0026245517656207085,0.0020141908898949623,0.0020141908898949623,0.00022417205679493442,0.00021908071375590184,0.002777141984552145,2860.644716722366,179.07345198310108,0.0,2860.4443686006825,178.91194539249148,0,2866.0,174.0,0.0,31,31
1,32,1,1,0,0,0.4630807964131236,4.745799953350797,0.002594033721834421,0.00018310826271772385,0.22351784420815318,0.0037232013419270515,0.004226749297231436,0.002772938900677387,0.002778571401259249,0.0027618829626590014,0.002121004043146968,0.0020599679555743933,0.00029283624865263303,0.00027420067534545225,0.002944991225376725,3116.925203203953,180.7149471403593,0.0,3117.1258782201403,180.61651053864168,0,3096.0,168.0,0.0,32,32
1,33,1,1,0,0,0.2548104065936059,1.7381857032887638,0.0028992141596972942,0.00018310826271772385,0.5011941255276963,0.003906309604644775,0.004654001910239458,0.0027696783325391943,0.0030548079143915005,0.003082322422415018,0.0,0.0,0.0008893948509024404,0.0005730028906832543,0.0032806897070258856,2619.0210337840617,187.21757145916473,0.0,2618.6854130052725,186.84534270650263,0,2625.0,189.0,0.0,33,33
1,34,1,1,0,0,0.2783398183528334,3.5828793765977025,0.0,0.0005951018538326025,9.275749057485921,0.00379949645139277,0.004150453954935074,0.0016767458936917674,0.0017077594740694483,0.0027466239407658577,0.0,0.0,0.0015338222212847926,0.0015213161328136969,0.0030518043786287308,2586.6229493535034,189.37461883102503,0.0,2584.3646329837943,180.37797902764538,0,2591.0,180.0,0.0,34,34
1,35,1,1,0,0,0.4571450368966907,6.16864270856604,0.0025329976342618465,0.00013733119703829288,0.18775526429864323,0.003265430685132742,0.0038452735170722008,0.002642456860674513,0.002673880671246658,0.0026703288313001394,0.00221255817450583,0.002075226977467537,0.0001902557475162695,0.0002105656164908688,0.0028076600283384323,2834.398400047494,194.646172531675,0.0,2834.433029908973,194.46163849154746,0,2852.0,212.0,0.0,35,35
1,36,1,1,0,0,0.28972304868511856,1.7590753028634936,0.0025024795904755592,0.00015259021893143654,0.2474807134936778,0.003875791560858488,0.003875791560858488,0.0027076920437861546,0.0026652656103992325,0.002639810787513852,0.002166781108826399,0.0020447089336812496,0.00029485371877932185,0.0002470590621930056,0.0027924010064452887,2915.035183594868,175.68800582923464,0.0,2915.1848484848483,175.4909090909091,0,2908.0,195.0,0.0,36,36
1,37,1,1,0,0,0.4613260088954121,4.210177766624838,0.0024414435029029846,0.00012207217514514923,0.022486095404664244,0.0033722438383847475,0.003402761882171035,0.0025772402731587267,0.0025750322731650384,0.0025787746999412775,0.0020141908898949623,0.0019684138242155313,0.00020307595827923848,0.00019489295418615707,0.002685587853193283,2995.384764818023,192.1632718890669,0.0,2995.4012232415903,192.17859327217124,0,2992.0,179.0,0.0,37,37
1,38,1,1,0,0,0.3270008391700685,2.9310139613226056,0.0025329976342618465,0.0001678492408245802,0.3659983098029278,0.0031433585099875927,0.003830014495179057,0.0026803347472956433,0.002708885361665994,0.002685587853193283,0.0021820401307195425,0.002029449911788106,0.00021625253392755717,0.0002619532516316559,0.0028534370940178633,2939.397976926761,189.3650434185044,0.0,2939.6959334565618,189.1524953789279,0,2933.0,194.0,0.0,38,38
1,39,1,1,0,0,0.39520866703242064,4.541741053340957,0.0025024795904755592,0.00015259021893143654,0.36948668714243565,0.0032043945975601673,0.0036469062324613333,0.0026347244468828044,0.002657543038818582,0.002639810787513852,0.0021362630650401115,0.002075226977467537,0.00019717165177716043,0.00022909508564535877,0.0027924010064452887,3068.435424317051,177.6510215257876,0.0,3068.134581626682,177.4365125804564,0,3080.0,190.0,0.0,39,39
1,40,1,1,0,0,0.290516517823562,2.0165712973102927,0.002517738612368703,0.00013733119703829288,0.22853032635139855,0.0035095750354230404,0.0035095750354230404,0.0026899677576255744,0.0026498965799084005,0.002639810787513852,0.002151522086933255,0.0020141908898949623,0.00025504546221231976,0.00021568349524772715,0.002777141984552145,3158.906126093405,188.37544265867612,0.0,3159.1274638633377,188.4323258869908,0,3141.0,194.0,0.0,40,40
1,41,1,1,0,0,0.6014801270794123,6.785229277331382,0.0026550698094069958,0.00021362630650401115,1.1255294271895326,0.005523765925318003,0.007202258333563805,0.002962956291031588,0.0029424237976285266,0.0028381780721247196,0.002121004043146968,0.0019684138242155313,0.000538879118975688,0.0004945567219683812,0.0030975814443081617,2677.140589626893,196.92323747589748,0.0,2678.245880312229,196.71075455333911,0,2664.0,214.0,0.0,41,41
1,42,1,1,0,0,0.2705119401216507,2.4881971469148993,0.0026169222546741366,0.0001678492408245802,0.47120660784038526,0.003356984816491604,0.0045014116913080215,0.0027603259196086805,0.002821085200583786,0.002777141984552145,0.0019989318680018187,0.0019989318680018187,0.00024469346430000186,0.00031015073210550765,0.0029755092691630125,3121.967429970278,209.63719152948772,0.0,3121.65873015873,209.99319727891157,0,3133.0,201.0,0.0,42,42
1,43,1,1,0,0,0.4536812389269471,7.845609214622527,0.002563515678048134,0.00015259021893143654,0.21041627775934482,0.0031891355756670237,0.0036926832981407642,0.00262243490709218,0.002731758083085838,0.0027161058969795704,0.0020599679555743933,0.0020447089336812496,0.00021561630517689693,0.0002433727571766793,0.0028839551378041506,2771.173241118558,191.9960207094262,0.0,2771.383008356546,192.0125348189415,0,2764.0,170.0,0.0,43,43
1,44,1,1,0,0,0.39070725557394326,2.5792172115761787,0.0025787746999412775,0.0001678492408245802,0.3909406769133976,0.003784237429499626,0.0038147554732859135,0.002790766111242452,0.00276147453059548,0.0027466239407658577,0.0022278171963989735,0.0020599679555743933,0.00028798575743688794,0.00026680445128584766,0.0028992141596972942,2898.7930828437725,198.87907992119696,0.0,2898.408993576017,198.80620985010705,0,2923.0,195.0,0.0,44,44
1,45,1,1,0,0,0.3328450445551425,3.282322422368452,0.0024872205685824156,0.00013733119703829288,0.10247276170193374,0.0030212863348424435,0.003830014495179057,0.002600351910587051,0.0026237589307501613,0.0026245517656207085,0.0022583352401852608,0.001983672846108675,0.00017998741726132317,0.0002087017229823326,0.0027466239407658577,3004.580022965315,213.4804911044271,0.0,3004.4788169464427,213.46442845723422,0,3000.0,224.0,0.0,45,45
1,46,1,1,0,0,0.5923857479356229,5.446478980360553,0.002517738612368703,0.00015259021893143654,0.27548901382400787,0.0033722438383847475,0.005355916917324066,0.0026804784974462574,0.002685640522860233,0.0026550698094069958,0.002197299152612686,0.0020904859993606806,0.00023174486563001638,0.00026320945625704997,0.002822919050231576,3061.1737515276745,205.56875901859155,0.0,3060.913708086785,205.47781065088756,0,3096.0,213.0,0.0,46,46
1,47,1,1,0,0,0.3022507056593895,2.6301670856773853,0.0024872205685824156,0.00013733119703829288,0.05851219169996994,0.0031586175318807364,0.0035553521011024714,0.002651321979468329,0.0026301670856773854,0.002609292743727565,0.0020599679555743933,0.002029449911788106,0.00022463910358536978,0.00021383360654901915,0.0027618829626590014,3151.421957671958,217.76796737213405,0.0,3151.479,217.781,0,3142.0,226.0,0.0,47,47
1,48,1,1,0,0,0.5248645760584623,6.99205004866235,0.002609292743727565,0.00015259021893143654,0.20862821800225148,0.003265430685132742,0.004379339516162872,0.002705487505455991,0.002785677310224044,0.0027618829626590014,0.0022735942620784044,0.0020447089336812496,0.00022045305012330507,0.0002420434003380946,0.0029297322034835815,3205.6548129293224,206.90959225130067,0.0,3205.8597609561753,206.94860557768925,0,3199.0,202.0,0.0,48,48
1,49,1,1,0,0,0.27672236203216016,1.6144045162945986,0.0025024795904755592,0.00013733119703829288,0.16585154947497466,0.003128099488094449,0.0034485389478504658,0.002635451066972954,0.002633612587756278,0.0026245517656207085,0.0022278171963989735,0.0020599679555743933,0.00020711961220125477,0.00019872011354104177,0.002773327229078859,3172.657920604915,215.45759924385632,0.0,3172.63295269168,215.2936378466558,0,3171.0,217.0,0.0,49,49
1,50,1,1,0,0,0.2889448390342295,1.6415808347519487,0.0027924010064452887,0.0001983672846108675,0.3559915183958361,0.0041199359111487865,0.0041199359111487865,0.0030738812663215907,0.0030010618551223923,0.0029755092691630125,0.002334630349650979,0.002334630349650979,0.0004072625780452152,0.00029605461648123013,0.00317387655377388,2634.501780051971,205.62632807046532,0.0,2634.7641681901277,205.3857404021938,0,2631.0,212.0,0.0,50,50
1,51,1,1,0,0,0.4591592277865857,11.882063024444506,0.0025024795904755592,0.0001678492408245802,2.5897439226879566,0.0032501716632395983,0.005722133442759514,0.002068284809849485,0.002543249791191033,0.0026703288313001394,0.0,0.0,0.0010727821114067866,0.0007809538949407645,0.0028381780721247196,3463.779979486847,217.17555359300377,0.0,3465.721104452055,215.46125856164383,0,3474.0,228.0,0.0,51,51
1,52,1,1,0,0,0.4880445562303066,4.764797435840592,0.0026550698094069958,0.0001678492408245802,0.3875659638386138,0.0038147554732859135,0.003982604946941137,0.0029050271204184917,0.002839569389654703,0.002822919050231576,0.0023041123058646917,0.002121004043146968,0.00029044110273757805,0.0002579451178804042,0.0030060273129493,2575.7327267901587,218.5878383780994,0.0,2575.4278903456498,218.82717520858165,0,2571.0,201.0,0.0,52,52
1,53,1,1,0,0,0.23451590817421675,1.3131761671975255,0.002731364918872714,0.0001678492408245802,0.09797029467257111,0.00442511634901166,0.00442511634901166,0.0030456611451196982,0.002970986803614311,0.0028839551378041506,0.002243076218292117,0.002197299152612686,0.0005086131694741867,0.0003880324939030073,0.0030975814443081617,2678.2913814897256,219.9700205648508,0.0,2678.373303167421,219.9162895927602,0,2667.0,211.0,0.0,53,53
1,54,1,1,0,0,0.30775921256281435,4.143617914058268,0.0026245517656207085,0.00021362630650401115,3.0550859254374627,0.0036774242762476206,0.00440985755994916,0.0020654980708913716,0.002556210927858278,0.0028534370940178633,0.0,0.0,0.0013786884323995544,0.001022081832042262,0.0030670634005218744,2536.449099986766,207.1265466668651,0.0,2534.5268352868598,204.75200493522516,0,2529.0,216.0,0.0,54,54
1,55,1,1,0,0,0.2565041580237448,2.094132905593142,0.0025024795904755592,0.00013733119703829288,0.15881238026049996,0.0035095750354230404,0.0035095750354230404,0.002700043768670998,0.002654160843590801,0.002639810787513852,0.002121004043146968,0.0020141908898949623,0.00022245438845801363,0.00022237399437893555,0.0027924010064452887,3043.937168006179,226.68449930413365,0.0,3043.783269961977,226.723700887199,0,3052.0,230.0,0.0,55,55
1,56,1,1,0,0,0.1665522246621549,0.6348363477736712,0.0027924010064452887,0.0002288853283971548,0.38792992019137823,0.0048981462605297565,0.0048981462605297565,0.003202927397349133,0.0030817298435615106,0.0030060273129493,0.002426184481009841,0.002426184481009841,0.0005280817584709993,0.0004304518295810984,0.00325780117418617,2664.542087301804,223.6581097870005,0.0,2664.616504854369,224.03883495145632,0,2666.0,216.0,0.0,56,56
1,57,1,1,0,0,0.2148317692335695,1.1270313570275903,0.0029297322034835815,0.0001678492408245802,0.05279676773057693,0.003570611122995615,0.00379949645139277,0.0030690252747652786,0.003104769578588403,0.003082322422415018,0.0027161058969795704,0.0023956664372235537,0.0002066122345850193,0.0002526711882287115,0.003265430685132742,2648.93208773355,223.51393176279447,0.0,2648.9586776859505,223.46831955922866,0,2649.0,225.0,0.0,57,57
1,58,1,1,0,0,0.39247730234637856,4.334691385505721,0.002563515678048134,0.00013733119703829288,0.2500347179796308,0.004058899823576212,0.004058899823576212,0.0027835269669955927,0.002724507470462427,0.0027008468750864267,0.002197299152612686,0.002075226977467537,0.0002907441855401788,0.0002422390326907963,0.002868696115911007,3343.215359379199,220.6157092874134,0.0,3342.999371464488,220.7416719044626,0,3361.0,229.0,0.0,58,58
1,59,1,1,0,0,0.5419394217897207,7.742076753871515,0.002609292743727565,0.0001678492408245802,0.2241934313846432,0.003921568859368563,0.0045014116913080215,0.0027233136773352797,0.0027959829374761703,0.0027618829626590014,0.0021057450212538242,0.0020141908898949623,0.000279500791425967,0.00029304400220903353,0.002960250247269869,3376.5779036102886,223.03616048976863,0.0,3376.59010473095,223.26002166847238,0,3378.0,226.0,0.0,59,59
1,60,1,1,0,0,0.4266727708745748,3.0373083089943975,0.0025787746999412775,0.00016021972987800837,0.6824373983356639,0.004318303428590298,0.004318303428590298,0.0028256474892355945,0.002733850863181276,0.002723735407926142,0.0,0.0,0.000523643927684806,0.00031675592835577214,0.0028839551378041506,2511.733906064206,221.36479276955978,0.0,2511.083708370837,221.15751575157515,0,2539.0,232.0,0.0,60,60
