ImageNumber,ObjectNumber,Children_alpha7_puncta_Count,Classify_negative,Classify_strongPositive,Classify_weakPositive,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
1,31,1,1,0,0,3961.974557522124,1646.478982300885,0,31,1781
1,32,2,1,0,0,3996.1253145445394,1656.0956215400101,0,32,1793
1,33,5,0,0,1,3498.923261390887,1652.1474820143885,0,33,1803
1,34,3,0,0,1,3471.8994586233566,1669.4369682907966,0,34,1821
1,35,2,1,0,0,3508.737916219119,1676.3984962406016,0,35,1829
1,36,0,1,0,0,3950.4627959413756,1674.8551296505073,0,36,1850
1,37,1,1,0,0,3976.344928956394,1711.6766291033807,0,37,1868
1,38,0,1,0,0,1879.110576923077,1724.4158653846155,0,38,1892
1,39,1,1,0,0,1918.5537190082644,1723.8476977567886,0,39,1897
1,40,0,1,0,0,1920.4580152671756,1748.8982188295165,0,40,1924
1,41,5,0,0,1,1891.7203389830509,1768.6158192090395,0,41,1928
1,42,1,1,0,0,4249.70334656835,1746.516732841747,0,42,1933
1,43,0,1,0,0,3249.984076433121,1752.5191082802548,0,43,1937
1,44,1,1,0,0,3286.006386375732,1739.8589675359233,0,44,1941
1,45,3,0,0,1,3278.7725421756836,1784.4083769633507,0,45,1962
1,46,0,1,0,0,5064.068050045774,1893.7006408300274,0,46,2128
1,47,6,0,1,0,5191.662308762169,1965.0639777468707,0,47,2201
1,48,1,1,0,0,5163.510576923077,1971.8865384615385,0,48,2204
1,49,2,1,0,0,5135.7898573692555,2002.7445324881141,0,49,2216
1,50,0,1,0,0,3350.057887120116,2073.6823444283646,0,50,2302
1,51,1,1,0,0,3331.3540856031127,2085.3161478599222,0,51,2312
1,52,0,1,0,0,4522.664461815995,2096.782321106434,0,52,2319
1,53,0,1,0,0,3326.2917737789203,2114.2943444730076,0,53,2320
1,54,3,0,0,1,3299.848319709355,2103.355585831063,0,54,2321
1,55,8,0,1,0,4474.986114749803,2110.508514540215,0,55,2324
1,56,0,1,0,0,4804.998379254457,2198.273095623987,0,56,2419
1,57,10,0,1,0,4831.213268032057,2215.951469278718,0,57,2436
1,58,0,1,0,0,4855.517921146953,2228.700716845878,0,58,2449
1,59,4,0,0,1,3138.077793904209,2303.326560232221,0,59,2505
1,60,1,1,0,0,2895.9598051157127,2310.6540803897688,0,60,2519
1,61,0,1,0,0,2918.8855869242198,2309.67161961367,0,61,2522
1,62,1,1,0,0,2898.94110920526,2345.3779302458547,0,62,2535
1,63,0,1,0,0,3326.7515337423315,2395.022348816827,0,63,2625
1,64,0,1,0,0,3289.991576413959,2420.7039711191337,0,64,2653
1,65,3,0,0,1,3311.447962010289,2449.8488326078354,0,65,2662
1,66,1,1,0,0,518.9537037037037,2539.3615520282187,0,66,2746
1,67,1,1,0,0,553.2216569767442,2550.264534883721,0,67,2756
1,68,0,1,0,0,2293.812181303116,2579.941926345609,0,68,2787
1,69,4,0,0,1,2927.2151620006293,2628.298206983328,0,69,2840
1,70,5,0,0,1,2930.91892971246,2669.3801916932907,0,70,2867
1,71,0,1,0,0,2124.156976744186,2732.3654485049833,0,71,2949
1,72,0,1,0,0,2092.3354399611085,2748.846864365581,0,72,2963
1,73,2,1,0,0,3254.5625,2748.320652173913,0,73,2974
1,74,0,1,0,0,382.3173943173943,2755.05544005544,0,74,2984
1,75,1,1,0,0,2600.634467345418,2772.4313384653587,0,75,3008
1,76,1,1,0,0,1544.5526167698367,2793.3286437816546,0,76,3052
1,77,1,1,0,0,2235.8079800498754,2825.1291770573566,0,77,3075
1,78,0,1,0,0,2263.4308724832213,2822.34966442953,0,78,3079
1,79,1,1,0,0,1862.5538532961932,2862.6843082636956,0,79,3133
1,80,1,1,0,0,2418.802967204581,2887.675950026028,0,80,3164
1,81,2,1,0,0,1645.9872423945044,2915.6943081452405,0,81,3197
1,82,2,1,0,0,2193.361274509804,2968.7514705882354,0,82,3244
1,83,1,1,0,0,1806.5320155902004,2968.9379175946547,0,83,3251
1,84,2,1,0,0,442.2451939291737,2987.7392917369307,0,84,3278
1,85,0,1,0,0,405.2814401622718,3006.2489858012173,0,85,3283
1,86,0,1,0,0,822.0977936791891,3002.5324985092425,0,86,3293
1,87,0,1,0,0,860.1033364226136,3016.4443929564413,0,87,3300
1,88,0,1,0,0,801.4811475409836,3029.322131147541,0,88,3317
1,89,0,1,0,0,841.6967871485944,3042.5140562248994,0,89,3318
1,90,0,1,0,0,823.9145728643216,3043.28391959799,0,90,3322
1,91,1,1,0,0,1492.0177809388335,3054.0416073968704,0,91,3361
1,92,3,0,0,1,833.8956801470588,3075.672794117647,0,92,3377
1,93,2,1,0,0,1497.0503292568203,3092.920978363123,0,93,3385
1,94,1,1,0,0,866.5327942497754,3078.4070080862534,0,94,3390
1,95,1,1,0,0,869.7913385826772,3098.0026246719162,0,95,3408
1,96,2,1,0,0,243.13153217205831,3213.43085673658,0,96,3522
1,97,2,1,0,0,228.26339969372128,3240.6294027565086,0,97,3532
1,98,1,1,0,0,116.23899668717463,3240.545196403218,0,98,3538
1,99,6,0,1,0,82.29408572978839,3237.336950623983,0,99,3539
1,100,2,1,0,0,216.31012658227849,3258.0012658227847,0,100,3551
1,101,2,1,0,0,149.33333333333334,3269.002283105023,0,101,3571
1,102,1,1,0,0,217.23170731707316,3279.9024390243903,0,102,3577
1,103,0,1,0,0,188.52314814814815,3276.525,0,103,3579
1,104,2,1,0,0,160.292576419214,3307.4650655021833,0,104,3604
