ImageNumber,ObjectNumber,Children_Cells_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,5938.875536480687,11.36480686695279,0,1
1,2,1,5899.490909090909,52.68363636363637,0,2
1,3,1,5894.217391304348,77.43595769682726,0,3
1,4,1,5873.402197802197,84.33626373626373,0,4
1,5,1,5922.7867435158505,88.0835734870317,0,5
1,6,1,5943.035161744023,118.95218002812939,0,6
1,7,1,5880.135,126.365,0,7
1,8,1,5911.297029702971,128.06930693069307,0,8
1,9,1,5981.874125874126,139.08158508158508,0,9
1,10,1,5894.277296360486,131.6533795493934,0,10
1,11,1,5920.962536023055,145.185878962536,0,11
1,12,1,5838.076923076923,168.05646481178397,0,12
1,13,1,5987.195390781563,181.3617234468938,0,13
1,14,1,5726.938574938575,207.25552825552825,0,14
1,15,1,5658.01304347826,211.52173913043478,0,15
1,16,1,5684.85175879397,212.3391959798995,0,16
1,17,1,5883.1612903225805,221.67741935483872,0,17
1,18,1,5763.742021276596,226.70744680851064,0,18
1,19,1,6006.813153961136,234.03437967115096,0,19
1,20,1,5884.505,236.5825,0,20
1,21,1,5880.666666666667,252.981981981982,0,21
1,22,1,5988.272727272727,252.1897233201581,0,22
1,23,1,5658.347504621072,263.0702402957486,0,23
1,24,1,5969.778702163062,258.80033277870217,0,24
1,25,1,5999.503298774741,269.76248821866164,0,25
1,26,1,5679.872427983539,266.36213991769546,0,26
1,27,1,5575.328571428571,278.87857142857143,0,27
1,28,1,5962.546728971963,279.0420560747664,0,28
1,29,1,6034.230897009967,283.37873754152827,0,29
1,30,1,5910.751295336788,290.11917098445593,0,30
1,31,1,5807.469813391877,287.5389681668496,0,31
1,32,1,5551.60962566845,301.85561497326205,0,32
1,33,1,5984.407633587786,309.99236641221376,0,33
1,34,1,5567.413793103448,306.1769115442279,0,34
1,35,1,5818.671052631579,311.1907894736842,0,35
1,36,1,6027.146892655367,327.4670433145009,0,36
1,37,1,5517.39,335.215,0,37
1,38,1,5761.612456747404,332.8546712802768,0,38
1,39,1,5828.618677042801,327.9027237354086,0,39
1,40,1,5550.825714285715,342.7857142857143,0,40
1,41,1,5752.855437665782,348.4655172413793,0,41
1,42,1,5518.317708333333,350.171875,0,42
1,43,1,5822.614567526555,354.0485584218513,0,43
1,44,1,5536.698492462311,353.10552763819095,0,44
1,45,1,5846.63025210084,355.2436974789916,0,45
1,46,1,5727.017647058824,355.63676470588234,0,46
1,47,1,5620.427740863787,372.5357142857143,0,47
1,48,1,5501.460277427491,381.5964691046658,0,48
1,49,1,5998.422497785651,383.37821080602305,0,49
1,50,1,5573.0123456790125,385.65432098765433,0,50
1,51,1,5938.496894409938,383.14463176574975,0,51
1,52,1,5560.301369863014,396.55381604696674,0,52
1,53,1,5548.386934673367,403.3819095477387,0,53
1,54,1,5699.238461538462,403.5230769230769,0,54
1,55,1,5990.256880733945,403.3738532110092,0,55
1,56,1,5677.678018575852,408.1486068111455,0,56
1,57,1,5692.76399026764,416.49878345498786,0,57
1,58,1,6003.666666666667,415.73570019723866,0,58
1,59,1,5860.746696035242,420.23348017621146,0,59
1,60,1,6083.173210161663,421.6374133949192,0,60
1,61,1,5838.239263803681,427.41513292433535,0,61
1,62,1,5651.738732394366,447.51901408450703,0,62
1,63,1,6079.4870466321245,450.95595854922277,0,63
1,64,1,5414.830790568654,447.66712898751734,0,64
1,65,1,5556.801507537689,457.64824120603015,0,65
1,66,1,5701.201652892562,449.8727272727273,0,66
1,67,1,5786.834990059642,453.4314115308151,0,67
1,68,1,5492.985257985258,458.0663390663391,0,68
1,69,1,5614.374285714286,455.1114285714286,0,69
1,70,1,5468.193597560976,464.3109756097561,0,70
1,71,1,5682.41341991342,469.1190476190476,0,71
1,72,1,5633.282383419689,463.3238341968912,0,72
1,73,1,6055.12734082397,463.5730337078652,0,73
1,74,1,5596.527131782946,462.62015503875966,0,74
1,75,1,5843.7868150684935,458.6695205479452,0,75
1,76,1,5946.111475409836,457.28852459016395,0,76
1,77,1,5615.225433526011,471.02890173410407,0,77
1,78,1,5925.563055062167,476.4866785079929,0,78
1,79,1,5858.529411764706,473.62132352941177,0,79
1,80,1,5596.822535211268,476.2957746478873,0,80
1,81,1,5912.8125,477.1041666666667,0,81
1,82,1,6071.4507936507935,482.5936507936508,0,82
1,83,1,5624.858156028369,482.3191489361702,0,83
1,84,1,6088.604878048781,491.4878048780488,0,84
1,85,1,5368.662790697675,489.69476744186045,0,85
1,86,1,5836.151933701657,493.30386740331494,0,86
1,87,1,5712.237113402062,491.25773195876286,0,87
1,88,1,5989.887323943662,494.9678068410463,0,88
1,89,1,5345.294972067039,493.9418994413408,0,89
1,90,1,6029.647865853659,498.8475609756098,0,90
1,91,1,6111.206896551724,496.5287356321839,0,91
1,92,1,6102.194174757282,497.07766990291265,0,92
1,93,1,5535.456162642948,502.47268106734435,0,93
1,94,1,5594.060794044665,503.83374689826303,0,94
1,95,1,6072.821011673152,501.3035019455253,0,95
1,96,1,6044.679518072289,510.47710843373494,0,96
1,97,1,6101.963099630996,512.0202952029521,0,97
1,98,1,5816.055062166963,516.8792184724689,0,98
1,99,1,5845.558823529412,517.5106951871658,0,99
1,100,1,5984.375,514.813596491228,0,100
1,101,1,5463.419087136929,519.9405255878285,0,101
1,102,1,6007.807462686567,524.0955223880597,0,102
1,103,1,6037.288990825688,526.8440366972477,0,103
1,104,1,6024.401709401709,532.1367521367522,0,104
1,105,1,5585.507853403142,536.7356020942408,0,105
1,106,1,5453.421792618629,537.5272407732865,0,106
1,107,1,5538.450180072029,530.5282112845138,0,107
1,108,1,6066.764705882353,531.8472652218783,0,108
1,109,1,5518.022598870057,534.6468926553672,0,109
1,110,1,5933.395209580838,538.625748502994,0,110
1,111,1,5685.83595505618,539.9820224719101,0,111
1,112,1,5332.466666666666,539.5482993197279,0,112
1,113,1,5645.492864983535,542.7782656421515,0,113
1,114,1,5915.711700844391,543.8890229191798,0,114
1,115,1,5524.82044198895,550.292817679558,0,115
1,116,1,6117.4965034965035,550.2703962703963,0,116
1,117,1,5548.658469945355,564.639344262295,0,117
1,118,1,5588.950097847358,563.1203522504892,0,118
1,119,1,6025.46762589928,559.1223021582733,0,119
1,120,1,5419.8268090154215,572.3143534994069,0,120
1,121,1,6040.554517133956,564.1760124610591,0,121
1,122,1,5497.892617449665,567.7416107382551,0,122
1,123,1,6075.121771217712,568.7158671586716,0,123
1,124,1,5502.692614770459,578.0239520958083,0,124
1,125,1,5455.500395256917,580.6766798418972,0,125
1,126,1,5697.585119798235,584.8940731399748,0,126
1,127,1,5622.1560439560435,586.1311355311356,0,127
1,128,1,5242.507739938081,586.3869969040247,0,128
1,129,1,6118.9312977099235,586.3387404580153,0,129
1,130,1,5501.061383928572,594.9553571428571,0,130
1,131,1,6076.664764621969,588.1069900142653,0,131
1,132,1,5424.652388797364,601.2108731466227,0,132
1,133,1,6111.388020833333,620.27734375,0,133
1,134,1,5614.204946996467,612.0742049469965,0,134
1,135,1,5726.874587458746,619.6204620462046,0,135
1,136,1,5816.914772727273,620.1732954545455,0,136
1,137,1,5452.632911392405,618.8523206751055,0,137
1,138,1,5739.6884615384615,627.501923076923,0,138
1,139,1,5363.386740331492,621.2817679558011,0,139
1,140,1,5831.431818181818,626.0357142857143,0,140
1,141,1,6027.410087719299,623.8925438596491,0,141
1,142,1,5606.826923076923,625.7225274725274,0,142
1,143,1,6154.5641025641025,628.7389277389277,0,143
1,144,1,5519.349907918969,624.5009208103131,0,144
1,145,1,5349.45205479452,625.6803652968036,0,145
1,146,1,6133.4886240520045,625.6738894907909,0,146
1,147,1,5624.943661971831,626.7007042253521,0,147
1,148,1,5788.563025210084,629.9915966386554,0,148
1,149,1,5391.190040650406,625.9674796747968,0,149
1,150,1,6014.5389830508475,629.2440677966101,0,150
1,151,1,6061.900778210117,637.7237354085603,0,151
