ImageNumber,ObjectNumber,Children_VIP_negative_alpha7_Count,Children_VIP_negative_beta2_Count,Children_VIP_positive_alpha7_Count,Children_VIP_positive_beta2_Count,Intensity_IntegratedIntensityEdge_VIP,Intensity_IntegratedIntensity_VIP,Intensity_LowerQuartileIntensity_VIP,Intensity_MADIntensity_VIP,Intensity_MassDisplacement_VIP,Intensity_MaxIntensityEdge_VIP,Intensity_MaxIntensity_VIP,Intensity_MeanIntensityEdge_VIP,Intensity_MeanIntensity_VIP,Intensity_MedianIntensity_VIP,Intensity_MinIntensityEdge_VIP,Intensity_MinIntensity_VIP,Intensity_StdIntensityEdge_VIP,Intensity_StdIntensity_VIP,Intensity_UpperQuartileIntensity_VIP,Location_CenterMassIntensity_X_VIP,Location_CenterMassIntensity_Y_VIP,Location_CenterMassIntensity_Z_VIP,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_VIP,Location_MaxIntensity_Y_VIP,Location_MaxIntensity_Z_VIP,Number_Object_Number,Parent_nuclei
1,1,1,1,0,0,0.19172961334697902,4.12416271539405,0.0,0.0,6.392798141953897,0.004470893647521734,0.004928664304316044,0.0016248272317540594,0.0018176124792393345,0.0,0.0,0.0,0.0019365275939613516,0.0019365270755939642,0.0038147554732859135,5935.919190296531,24.004506535884488,0.0,5938.650947553989,18.22476862053768,0,5921.0,18.0,0.0,1,1
1,2,1,1,0,0,0.35957885533571243,4.996688853716478,0.0032845044624991715,0.00032043945975601673,5.2351774181591715,0.0048981462605297565,0.004974441137164831,0.002605643879244293,0.002986663989071415,0.003753719385713339,0.0,0.0,0.001864514593062668,0.0016677172884239707,0.004028381779789925,5905.2085916805345,46.67426049342174,0.0,5900.749551703527,43.931261207411836,0,5915.0,37.0,0.0,2,2
1,3,1,1,0,0,0.6340581432450563,5.468406254425645,0.003570611122995615,0.0002288853283971548,0.4307778935820347,0.0048981462605297565,0.0048981462605297565,0.003796755348772792,0.00378174706391815,0.003784237429499626,0.0,0.0,0.0005332370784564558,0.0003503002571121203,0.004013122990727425,5896.655201906322,76.92611869204939,0.0,5896.255186721992,76.76625172890733,0,5914.0,83.0,0.0,3,3
1,4,1,1,0,0,0.4876783420331776,6.433325741905719,0.00334172579459846,0.0002288853283971548,3.0638283764644636,0.004623483866453171,0.004623483866453171,0.0029028472740070094,0.0033127321019081972,0.0035858701448887587,0.0,0.0,0.001442694641239492,0.001062393080221577,0.003784237429499626,5865.095052782373,86.81664252153705,0.0,5864.286302780639,83.86148300720906,0,5889.0,102.0,0.0,4,4
1,5,1,1,0,0,0.5784237557090819,6.537468661554158,0.0038605325389653444,0.0002288853283971548,0.459744431282065,0.004852368962019682,0.0053101396188139915,0.004102296139780723,0.00409615830924446,0.004089417867362499,0.0034180209040641785,0.0031586175318807364,0.00028633820821143585,0.0003287758775253334,0.004318303428590298,5929.420014364126,84.21044595614077,0.0,5929.0526315789475,84.48684210526316,0,5936.0,68.0,0.0,5,5
1,6,1,1,0,0,0.6014496160205454,7.910887456033379,0.003784237429499626,0.00022888509556651115,0.3290979615399347,0.004974441137164831,0.005127031356096268,0.003983110039871162,0.004023849163801311,0.004013122990727425,0.0031586175318807364,0.0031128404662013054,0.0003089637851488326,0.0003232711063978767,0.004226749297231436,5946.426573942236,115.29396646312898,0.0,5946.523906408952,115.60834181078332,0,5936.0,102.0,0.0,6,6
1,7,1,1,0,0,0.4031891382765025,3.473090733634308,0.003402761882171035,0.0001983672846108675,0.30699070481642804,0.0045014116913080215,0.004623483866453171,0.0036989829199679126,0.003610281427894291,0.0036011291667819023,0.003082322422415018,0.002731364918872714,0.0003385007123805309,0.000306513484301842,0.00379949645139277,5871.299540027956,125.40085847485093,0.0,5871.009355509355,125.5010395010395,0,5883.0,109.0,0.0,7,7
1,8,1,1,0,0,0.23476005485281348,1.1086289952509105,0.003784237429499626,0.00021362630650401115,0.13334542800945484,0.004654001910239458,0.0048981462605297565,0.003912667580880225,0.003973580628139464,0.00396734569221735,0.0032349126413464546,0.0032349126413464546,0.00031408260423225145,0.00030532185340438205,0.0041962312534451485,5913.509015331956,121.80653507264653,0.0,5913.440860215053,121.92114695340501,0,5916.0,112.0,0.0,8,8
1,9,1,1,0,0,0.394949269015342,6.070969792082906,0.0,0.0009842070285230875,10.461312204028506,0.004394598305225372,0.004852368962019682,0.001984669693544432,0.002044786053244495,0.003387502860277891,0.0,0.0,0.0019270559830321403,0.0019365193240336496,0.003871976805385202,5977.15240245469,135.4164544254644,0.0,5987.366790165039,133.15695520377233,0,5985.0,125.0,0.0,9,9
1,10,1,1,0,0,0.5739223388954997,5.4116274325642735,0.003616388188675046,0.0001983672846108675,0.20935548306736398,0.004867628216743469,0.004867628216743469,0.0038518277778221456,0.003816380417887358,0.0038147554732859135,0.002914473181590438,0.0028992141596972942,0.00031633020843002,0.00029254009581867053,0.004013122990727425,5892.926330412537,136.07810776655165,0.0,5892.789139633286,136.23624823695346,0,5890.0,115.0,0.0,10,10
