ImageNumber,ObjectNumber,Children_Cells_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,289,1,3470.1276073619633,709.0907975460123,0,289
1,290,1,3945.8451025056947,709.2596810933941,0,290
1,291,1,2393.9429133858266,705.5767716535433,0,291
1,292,1,2370.6605504587155,713.1192660550458,0,292
1,293,1,2598.091286307054,713.98755186722,0,293
1,294,1,2327.4852652259333,712.3222003929274,0,294
1,295,1,3984.345971563981,723.6350710900474,0,295
1,296,1,2610.9753086419755,720.8827160493827,0,296
1,297,1,2333.8135888501743,724.6933797909408,0,297
1,298,1,3099.3487394957983,723.3949579831933,0,298
1,299,1,2240.813043478261,728.5478260869565,0,299
1,300,1,3157.660167130919,729.2581244196843,0,300
1,301,1,3708.2390691114247,728.6227080394923,0,301
1,302,1,3055.390374331551,726.4438502673797,0,302
1,303,1,3071.967105263158,726.7138157894736,0,303
1,304,1,2259.1378848728245,730.5033467202142,0,304
1,305,1,2298.5357483317443,722.512869399428,0,305
1,306,1,2416.091346153846,730.625,0,306
1,307,1,2403.4228971962616,735.9299065420561,0,307
1,308,1,2460.6184364060678,730.9054842473746,0,308
1,309,1,3102.6164383561645,733.8264840182649,0,309
1,310,1,4002.5105263157893,735.5157894736842,0,310
1,311,1,3231.6549865229113,734.8625336927224,0,311
1,312,1,3263.7948016415867,732.4911080711354,0,312
1,313,1,2336.3611111111113,738.6722222222222,0,313
1,314,1,3305.9895833333335,738.1979166666666,0,314
1,315,1,4167.143989431968,748.1585204755614,0,315
1,316,1,3059.468899521531,740.4019138755981,0,316
1,317,1,3078.014492753623,741.0144927536232,0,317
1,318,1,2546.822202166065,746.6787003610108,0,318
1,319,1,4129.258869908016,738.0525624178712,0,319
1,320,1,2474.3488372093025,742.7848837209302,0,320
1,321,1,3802.018413597734,748.0821529745042,0,321
1,322,1,2395.5890410958905,744.6575342465753,0,322
1,323,1,3098.490740740741,743.7824074074074,0,323
1,324,1,3135.457943925234,746.7308411214954,0,324
1,325,1,2367.896551724138,745.1609195402299,0,325
1,326,1,3123.6898395721923,745.620320855615,0,326
1,327,1,4950.496124031008,745.7829457364342,0,327
1,328,1,3030.3702290076335,747.1870229007634,0,328
1,329,1,3219.463476070529,747.4571788413098,0,329
1,330,1,2627.5602040816325,751.638775510204,0,330
1,331,1,3050.131868131868,749.5989010989011,0,331
1,332,1,2334.6559633027523,748.933486238532,0,332
1,333,1,2416.152046783626,748.4619883040936,0,333
1,334,1,3320.0423940149626,748.5935162094763,0,334
1,335,1,4063.4300441826217,748.4506627393225,0,335
1,336,1,2277.3125,749.575,0,336
1,337,1,2579.159663865546,749.8151260504202,0,337
1,338,1,3039.7916666666665,754.90625,0,338
1,339,1,3181.17738791423,748.3879142300195,0,339
1,340,1,4888.542302357836,744.8543689320388,0,340
1,341,1,3106.8253588516745,754.8181818181819,0,341
1,342,1,4961.855855855856,751.2612612612612,0,342
1,343,1,3256.9575971731447,759.4770318021201,0,343
1,344,1,2589.027700831025,759.393351800554,0,344
1,345,1,2377.408284023669,754.6923076923077,0,345
1,346,1,3466.931623931624,758.4786324786324,0,346
1,347,1,2263.4205607476633,758.3656542056075,0,347
1,348,1,3299.8912133891213,763.0962343096235,0,348
1,349,1,3141.2438016528927,760.7561983471074,0,349
1,350,1,4186.562962962963,760.1911111111111,0,350
1,351,1,4971.431952662722,760.4437869822485,0,351
1,352,1,3718.932743362832,760.9398230088495,0,352
1,353,1,3211.906779661017,765.6610169491526,0,353
1,354,1,3186.007326007326,767.2857142857143,0,354
1,355,1,3813.1931464174454,765.1806853582555,0,355
1,356,1,3796.828402366864,766.4142011834319,0,356
1,357,1,2411.469586374696,772.5401459854014,0,357
1,358,1,2598.663636363636,769.709090909091,0,358
1,359,1,2076.579057591623,776.469109947644,0,359
1,360,1,3392.1989247311826,775.2544802867384,0,360
1,361,1,3161.8903680501176,774.0430696945967,0,361
1,362,1,3360.554240631164,770.4950690335306,0,362
1,363,1,3044.977130977131,777.1995841995843,0,363
1,364,1,4309.4315789473685,775.5578947368421,0,364
1,365,1,4894.179255918828,774.0225479143179,0,365
1,366,1,3471.943661971831,773.3492957746479,0,366
1,367,1,4292.781624500666,780.0745672436751,0,367
1,368,1,3032.479876160991,777.3343653250774,0,368
1,369,1,3584.302433371958,777.5365005793743,0,369
1,370,1,3849.2101910828023,779.6645435244161,0,370
1,371,1,3350.5066666666667,781.2333333333333,0,371
1,372,1,3752.4103194103195,783.6437346437347,0,372
1,373,1,2047.2201257861636,788.5828092243187,0,373
1,374,1,2990.212268743914,785.589094449854,0,374
1,375,1,4015.964,782.174,0,375
1,376,1,4078.5844062947067,779.0400572246066,0,376
1,377,1,4160.938181818182,776.6242424242424,0,377
1,378,1,3066.9267605633804,778.9,0,378
1,379,1,1985.5555555555557,785.5163398692811,0,379
1,380,1,3202.724528301887,783.8075471698113,0,380
1,381,1,3490.9379727685327,786.3252647503782,0,381
1,382,1,3594.6875,789.6102941176471,0,382
1,383,1,4226.137320044297,785.2126245847176,0,383
1,384,1,3950.824858757062,794.9457627118644,0,384
1,385,1,3975.6611208406302,788.2180385288967,0,385
1,386,1,1948.9766233766234,795.7246753246753,0,386
1,387,1,2142.055004508566,782.4301172227232,0,387
1,388,1,2499.5150862068967,783.832974137931,0,388
1,389,1,4152.415821501014,795.9553752535497,0,389
1,390,1,3742.1304347826085,792.9239130434783,0,390
1,391,1,4174.201149425287,797.1724137931035,0,391
1,392,1,3041.9085106382977,798.1191489361702,0,392
1,393,1,4003.832142857143,798.1607142857143,0,393
1,394,1,2366.383270911361,791.912609238452,0,394
1,395,1,3015.4295612009237,798.459584295612,0,395
1,396,1,2513.358974358974,798.0128205128206,0,396
1,397,1,4028.9540389972144,802.6225626740948,0,397
1,398,1,3993.9193548387098,801.4677419354839,0,398
1,399,1,4095.8507462686566,798.7835820895523,0,399
1,400,1,1897.915107913669,805.3906474820144,0,400
1,401,1,2401.317673378076,801.6062639821029,0,401
1,402,1,3463.9798319327733,799.0218487394958,0,402
1,403,1,4135.395683453237,802.2086330935252,0,403
1,404,1,2438.1363284275753,802.6576297443842,0,404
1,405,1,3748.2419354838707,805.6774193548387,0,405
1,406,1,3736.8017621145373,806.7312775330397,0,406
1,407,1,4296.908133971292,807.1598086124402,0,407
1,408,1,4332.547826086957,803.9173913043478,0,408
1,409,1,2557.0857142857144,810.7696428571429,0,409
1,410,1,3681.222003929273,807.1493123772102,0,410
1,411,1,4344.351898734178,809.1392405063291,0,411
1,412,1,1830.2833168805528,813.5192497532083,0,412
1,413,1,4320.889298892989,811.3653136531366,0,413
1,414,1,2532.676470588235,811.0833333333334,0,414
1,415,1,3475.2,813.7675213675213,0,415
1,416,1,3134.530591775326,810.3470411233701,0,416
1,417,1,5111.776271186441,815.8271186440678,0,417
1,418,1,2513.130148270181,820.2553542009884,0,418
1,419,1,3666.133333333333,816.3111111111111,0,419
1,420,1,3449.959830866808,822.0486257928119,0,420
1,421,1,1762.6772151898733,824.0284810126582,0,421
1,422,1,1982.6696329254728,821.0300333704116,0,422
1,423,1,3632.9809402795427,815.2185514612453,0,423
1,424,1,4147.633187772925,822.7540029112082,0,424
1,425,1,2054.471153846154,826.3846153846154,0,425
1,426,1,3676.0038910505837,826.2918287937744,0,426
1,427,1,2465.2266666666665,821.2533333333333,0,427
1,428,1,3307.0148975791435,821.5716945996276,0,428
1,429,1,3254.415300546448,825.1803278688525,0,429
1,430,1,2357.1177130044844,826.493273542601,0,430
1,431,1,1859.3097435897437,829.6964102564102,0,431
1,432,1,3963.6723963599597,829.422649140546,0,432
1,433,1,2224.862024500322,825.2791747259832,0,433
1,434,1,3240.094427244582,832.4164086687307,0,434
1,435,1,4067.6205882352942,829.7617647058823,0,435
1,436,1,2038.2745591939547,831.7959697732997,0,436
1,437,1,3746.7944862155387,828.5062656641604,0,437
1,438,1,1741.4123036649214,842.7473821989529,0,438
1,439,1,2679.0962099125363,829.2478134110787,0,439
1,440,1,5090.7084639498435,826.2633228840125,0,440
1,441,1,4891.15649867374,835.6604774535809,0,441
1,442,1,2549.4940298507463,837.6880597014925,0,442
1,443,1,4909.202830188679,842.5298742138365,0,443
1,444,1,1983.05,840.7636363636364,0,444
1,445,1,2314.1290322580644,839.4516129032259,0,445
1,446,1,3751.352331606218,846.1986183074266,0,446
1,447,1,2448.3806451612904,840.3661290322581,0,447
1,448,1,3519.233333333333,842.2555555555556,0,448
1,449,1,3313.6646795827123,846.5871833084948,0,449
1,450,1,4112.412852969815,843.5326192794547,0,450
1,451,1,2287.48427672956,844.3176100628931,0,451
1,452,1,3550.733333333333,844.748717948718,0,452
1,453,1,2688.898832684825,844.129701686122,0,453
1,454,1,1926.6691729323309,849.6917293233083,0,454
1,455,1,2344.626984126984,850.4269841269842,0,455
1,456,1,2372.406113537118,847.7838427947598,0,456
1,457,1,4304.52738336714,850.2535496957404,0,457
1,458,1,5096.386524822695,852.549645390071,0,458
1,459,1,2432.4444444444443,850.4166666666666,0,459
1,460,1,3100.0046296296296,848.2870370370371,0,460
1,461,1,4064.922958397535,852.6594761171033,0,461
1,462,1,4079.9086757990867,849.0593607305937,0,462
1,463,1,4347.218390804598,849.9425287356322,0,463
1,464,1,2102.590361445783,852.8313253012049,0,464
1,465,1,3038.9947534102835,852.9632738719832,0,465
1,466,1,3529.150170648464,849.9317406143344,0,466
1,467,1,3237.466417910448,850.8097014925373,0,467
1,468,1,2201.4598168870803,855.2146490335707,0,468
1,469,1,4931.59702970297,857.4029702970297,0,469
1,470,1,1797.8705547652917,857.4381223328592,0,470
1,471,1,2265.441588785047,857.0,0,471
1,472,1,3537.3052959501556,858.4143302180686,0,472
1,473,1,1650.3609314359637,863.4592496765847,0,473
1,474,1,3368.8831562974206,854.01062215478,0,474
1,475,1,4400.350931677019,861.7329192546584,0,475
1,476,1,3326.3283582089553,861.2686567164179,0,476
1,477,1,4354.149659863946,859.2517006802722,0,477
1,478,1,2146.768456375839,866.9384787472036,0,478
1,479,1,2603.4979079497907,868.9330543933054,0,479
1,480,1,3980.3735705209656,861.4803049555273,0,480
1,481,1,1901.8522167487686,863.1428571428571,0,481
1,482,1,3107.8080438756856,861.0475319926874,0,482
1,483,1,3386.1059782608695,865.2282608695652,0,483
1,484,1,2035.3555555555556,861.024154589372,0,484
1,485,1,4304.713450292397,867.1052631578947,0,485
1,486,1,2290.3545918367345,872.3724489795918,0,486
1,487,1,3485.411870503597,869.7446043165468,0,487
1,488,1,4379.894623655914,866.410752688172,0,488
1,489,1,1859.6728971962616,870.7009345794393,0,489
1,490,1,4048.4635231316724,871.9741992882563,0,490
1,491,1,3333.5372460496615,875.2979683972912,0,491
1,492,1,4267.2192622950815,871.2797131147541,0,492
1,493,1,4333.217171717171,864.6535353535354,0,493
1,494,1,2593.9872611464966,872.0191082802547,0,494
1,495,1,4226.36475409836,875.0676229508197,0,495
1,496,1,3960.7321428571427,874.5803571428571,0,496
1,497,1,3097.6309523809523,876.5238095238095,0,497
1,498,1,3158.0899031811896,878.6874135546335,0,498
1,499,1,3202.581668625147,872.5534665099882,0,499
1,500,1,3875.130311614731,879.3767705382436,0,500
1,501,1,3021.023668639053,882.508875739645,0,501
1,502,1,3978.901515151515,878.6742424242424,0,502
1,503,1,4366.982300884956,876.6548672566372,0,503
1,504,1,3299.3150684931506,880.054794520548,0,504
1,505,1,5047.1322314049585,878.4876033057851,0,505
1,506,1,1938.3333333333333,879.8389830508474,0,506
1,507,1,2172.1785714285716,881.797619047619,0,507
1,508,1,3038.1845070422537,884.4676056338028,0,508
1,509,1,3401.2997118155617,886.8876080691642,0,509
1,510,1,3189.339105339105,889.7994227994228,0,510
1,511,1,3378.04215851602,883.8549747048904,0,511
1,512,1,1377.694045174538,889.2731006160164,0,512
1,513,1,2513.2814285714285,882.7757142857142,0,513
1,514,1,3541.191721132898,881.7167755991286,0,514
1,515,1,5181.176130895092,889.7834456207892,0,515
1,516,1,1789.400309119011,887.353941267388,0,516
1,517,1,4342.231691078562,884.1651131824234,0,517
1,518,1,2582.540404040404,881.4848484848485,0,518
1,519,1,2628.5642994241844,878.841650671785,0,519
1,520,1,2496.400722021661,888.4079422382672,0,520
1,521,1,3885.5035211267605,887.8996478873239,0,521
1,522,1,3961.7919463087246,886.8993288590603,0,522
1,523,1,1993.0632411067193,889.7430830039526,0,523
1,524,1,3506.1005917159764,887.5369822485208,0,524
